PdfType: replica
Format: lhagrid1
---
9.9999997E-10 1.4508288E-09 2.1049043E-09 3.0538556E-09 4.4306216E-09 6.4280732E-09 9.3260333E-09 1.3530478E-08 1.9630406E-08 2.8480359E-08 4.1320124E-08 5.9948427E-08 8.6974900E-08 1.2618568E-07 1.8307382E-07 2.6560878E-07 3.8535285E-07 5.5908100E-07 8.1113080E-07 1.1768119E-06 1.7073527E-06 2.4770764E-06 3.5938137E-06 5.2140081E-06 7.5646331E-06 1.0974988E-05 1.5922828E-05 2.3101296E-05 3.3516026E-05 4.8626014E-05 7.0548020E-05 1.0235310E-04 1.4849682E-04 2.1544346E-04 3.1257159E-04 4.5348785E-04 6.5793324E-04 9.5454848E-04 1.3848863E-03 2.0092330E-03 2.9150532E-03 4.2292429E-03 6.1359075E-03 8.9021511E-03 1.2915497E-02 1.8738175E-02 2.7185882E-02 3.9442062E-02 5.7223678E-02 8.3021760E-02 1.0000000E-01 1.1836734E-01 1.3673469E-01 1.5510204E-01 1.7346939E-01 1.9183673E-01 2.1020408E-01 2.2857143E-01 2.4693878E-01 2.6530612E-01 2.8367347E-01 3.0204082E-01 3.2040817E-01 3.3877552E-01 3.5714287E-01 3.7551022E-01 3.9387757E-01 4.1224489E-01 4.3061224E-01 4.4897959E-01 4.6734694E-01 4.8571429E-01 5.0408161E-01 5.2244896E-01 5.4081631E-01 5.5918366E-01 5.7755101E-01 5.9591836E-01 6.1428571E-01 6.3265306E-01 6.5102041E-01 6.6938776E-01 6.8775511E-01 7.0612246E-01 7.2448981E-01 7.4285716E-01 7.6122451E-01 7.7959186E-01 7.9795921E-01 8.1632656E-01 8.3469385E-01 8.5306120E-01 8.7142855E-01 8.8979590E-01 9.0816325E-01 9.2653060E-01 9.4489795E-01 9.6326530E-01 9.8163265E-01 1.0000000E+00
1.0000000E+00 1.0796795E+00 1.1706605E+00 1.2750000E+00
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.0000000E+00  5.0862633E-07  2.0513998E+01  3.7680893E+00  1.9232529E+00  1.9232920E+00  3.7681377E+00  2.0513948E+01  0.0000000E+00  0.0000000E+00  1.9855266E+03
  0.0000000E+00 -1.0172527E-06  3.9513115E+01  2.2885340E+01  2.1051525E+01  2.1051567E+01  2.2885387E+01  3.9513065E+01  0.0000000E+00  0.0000000E+00  2.2981484E+03
 -2.0345053E-06 -2.0345053E-06  5.9657459E+01  4.3145550E+01  4.1322559E+01  4.1322598E+01  4.3145596E+01  5.9657406E+01 -2.0345053E-06  2.0345053E-06  2.6478560E+03
  4.0690106E-06  0.0000000E+00  8.0961960E+01  6.4563034E+01  6.2750595E+01  6.2750645E+01  6.4563087E+01  8.0961914E+01  0.0000000E+00  0.0000000E+00  3.0361543E+03
  0.0000000E+00  0.0000000E+00  1.9127476E+01  3.5245309E+00  1.7834477E+00  1.7834941E+00  3.5245881E+00  1.9127419E+01 -2.5431316E-07  0.0000000E+00  1.8526670E+03
  0.0000000E+00  0.0000000E+00  3.6213940E+01  2.0713528E+01  1.8982395E+01  1.8982443E+01  2.0713587E+01  3.6213882E+01  0.0000000E+00  0.0000000E+00  2.1349265E+03
 -2.0345053E-06  0.0000000E+00  5.4216080E+01  3.8825268E+01  3.7104477E+01  3.7104530E+01  3.8825333E+01  5.4216030E+01  0.0000000E+00 -2.0345053E-06  2.4474004E+03
  0.0000000E+00  0.0000000E+00  7.3155853E+01  5.7871799E+01  5.6161072E+01  5.6161125E+01  5.7871864E+01  7.3155792E+01 -2.0345053E-06  0.0000000E+00  2.7922026E+03
  0.0000000E+00  0.0000000E+00  1.7834839E+01  3.2967229E+00  1.6535954E+00  1.6536480E+00  3.2967889E+00  1.7834774E+01  2.5431316E-07  0.0000000E+00  1.7282150E+03
 -1.0172527E-06  1.0172527E-06  3.3135143E+01  1.8700850E+01  1.7067648E+01  1.7067699E+01  1.8700918E+01  3.3135075E+01  0.0000000E+00 -1.0172527E-06  1.9804135E+03
  0.0000000E+00  2.0345053E-06  4.9173649E+01  3.4840965E+01  3.3217499E+01  3.3217552E+01  3.4841042E+01  4.9173584E+01  0.0000000E+00  0.0000000E+00  2.2588076E+03
  2.0345053E-06  2.0345053E-06  6.5956627E+01  5.1722935E+01  5.0108944E+01  5.0109001E+01  5.1723007E+01  6.5956551E+01  0.0000000E+00  2.0345053E-06  2.5638623E+03
  0.0000000E+00  0.0000000E+00  1.6629728E+01  3.0836332E+00  1.5330055E+00  1.5330665E+00  3.0837104E+00  1.6629658E+01 -2.5431316E-07  0.0000000E+00  1.6115293E+03
 -1.0172527E-06  0.0000000E+00  3.0288778E+01  1.6839352E+01  1.5298090E+01  1.5298151E+01  1.6839430E+01  3.0288702E+01 -1.0172527E-06  0.0000000E+00  1.8366680E+03
  0.0000000E+00  2.0345053E-06  4.4523903E+01  3.1169096E+01  2.9637020E+01  2.9637083E+01  3.1169176E+01  4.4523819E+01  0.0000000E+00  0.0000000E+00  2.0833315E+03
  0.0000000E+00 -2.0345053E-06  5.9340431E+01  4.6077808E+01  4.4554684E+01  4.4554752E+01  4.6077892E+01  5.9340351E+01  0.0000000E+00  0.0000000E+00  2.3516592E+03
  2.5431316E-07  2.5431316E-07  1.5506220E+01  2.8843210E+00  1.4210337E+00  1.4211043E+00  2.8844116E+00  1.5506135E+01  0.0000000E+00  2.5431316E-07  1.5019907E+03
  0.0000000E+00 -1.0172527E-06  2.7649698E+01  1.5117949E+01  1.3663519E+01  1.3663590E+01  1.5118040E+01  2.7649614E+01  1.0172527E-06  0.0000000E+00  1.7018131E+03
  1.0172527E-06  1.0172527E-06  4.0232731E+01  2.7789167E+01  2.6343420E+01  2.6343493E+01  2.7789263E+01  4.0232643E+01 -1.0172527E-06 -1.0172527E-06  1.9190476E+03
  2.0345053E-06  0.0000000E+00  5.3257931E+01  4.0900280E+01  3.9462990E+01  3.9463066E+01  4.0900379E+01  5.3257839E+01  0.0000000E+00 -2.0345053E-06  2.1535532E+03
 -2.5431316E-07  0.0000000E+00  1.4458797E+01  2.6978800E+00  1.3170809E+00  1.3171619E+00  2.6979854E+00  1.4458696E+01  0.0000000E+00  2.5431316E-07  1.3989915E+03
  0.0000000E+00  5.0862633E-07  2.5206154E+01  1.3529093E+01  1.2156645E+01  1.2156728E+01  1.3529202E+01  2.5206053E+01 -5.0862633E-07  0.0000000E+00  1.5752466E+03
 -1.0172527E-06  1.0172527E-06  3.6277462E+01  2.4682528E+01  2.3318277E+01  2.3318363E+01  2.4682638E+01  3.6277359E+01 -1.0172527E-06 -1.0172527E-06  1.7652295E+03
  0.0000000E+00 -2.0345053E-06  4.7675961E+01  3.6161034E+01  3.4804768E+01  3.4804859E+01  3.6161148E+01  4.7675854E+01  2.0345053E-06  0.0000000E+00  1.9686642E+03
  0.0000000E+00  0.0000000E+00  1.3482316E+01  2.5234761E+00  1.2205743E+00  1.2206684E+00  2.5235991E+00  1.3482203E+01  0.0000000E+00  0.0000000E+00  1.3019298E+03
 -1.0172527E-06  0.0000000E+00  2.2945000E+01  1.2064453E+01  1.0769454E+01  1.0769551E+01  1.2064581E+01  2.2944883E+01  0.0000000E+00  1.0172527E-06  1.4561045E+03
  1.0172527E-06  0.0000000E+00  3.2636799E+01  2.1832790E+01  2.0545538E+01  2.0545635E+01  2.1832920E+01  3.2636677E+01  0.0000000E+00 -1.0172527E-06  1.6208643E+03
  0.0000000E+00 -2.0345053E-06  4.2559433E+01  3.1829983E+01  3.0550280E+01  3.0550377E+01  3.1830112E+01  4.2559307E+01  0.0000000E+00  0.0000000E+00  1.7957867E+03
  0.0000000E+00  2.5431316E-07  1.2571966E+01  2.3603432E+00  1.1310108E+00  1.1311191E+00  2.3604875E+00  1.2571836E+01  2.5431316E-07  0.0000000E+00  1.2101959E+03
  0.0000000E+00  0.0000000E+00  2.0856297E+01  1.0717437E+01  9.4955645E+00  9.4956751E+00  1.0717585E+01  2.0856161E+01  0.0000000E+00  0.0000000E+00  1.3438713E+03
  0.0000000E+00  1.0172527E-06  2.9291121E+01  1.9223539E+01  1.8008989E+01  1.8009102E+01  1.9223692E+01  2.9290979E+01  1.0172527E-06  0.0000000E+00  1.4853303E+03
